Run_id,Customer_id,Timestamp,Domain,IP Address,Name Server,Mail Server,Registrar,Registrant,Registered Address,Registration Country,Registration Date,Remarks,Redirection,Website,Login Page,Port,SSL,Company Keywords
17,JK01,2025-05-30 12:31:41,j2amm.upolice.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:40,kashmirpol.icek.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:41,jkrtrafficpo.lice.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:41,jammupo.lice.info.HR,185.58.73.37,dns1.cdn.hr | dns2.cdn.hr,Null,Null,Null,Null,Null,2000-11-09,Success,http://jammupo.lice.info.hr/cgi-sys/defaultwebpage.cgi,Yes,Yes,80 | 443,No,No
17,JK01,2025-05-30 12:31:41,jkpoliceeservice.s.MBA.in,89.31.143.100,ns.udag.net | ns.udag.de | ns.udag.org,Null,united-domains AG,Null,Null,AT,2005-02-16,Success,http://jkpoliceeservice.s.mba.in/,Yes,No,80,No,No
17,JK01,2025-05-30 12:31:42,jktra.ffsicpolice.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:42,jktrafficp.olic9e.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:43,kashmirpo.lice.info.GALLERY,89.31.143.150,ns.udag.de | ns.udag.net | ns.udag.org,Null,united domains AG,,REDACTED,DE,2015-06-30,Success,http://kashmirpo.lice.info.gallery/,Yes,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:43,ja.m0mupolice.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://ja.m0mupolice.ph/page/bouncy.php?&bpae=GbhGdq0GpUxnj3NUZkW4kKzm0v1SQ8tnDLS3hWz4dnTFzxu8igkml57hMYH7Y%2B4ZteZckO%2B8aPp8BF7ZflFACk4nOGksotBc4Tifjj%2BhyYp11xyEtF2%2F%2FGqq78lFZzfuPDDPqlR0F6Oa82t93DwsLnXYRA39O6xAmlcAbm3kTChOlyn54gnhSpIUUy4I2dfqnM2zSJf9c%2BqiIhbtF%2Febtg7tqFKdN8so%2BvfhkPJCPI6aWwT8IK0u8OCtTPAaRinqHCvrqxxnsq0dX6wElIgjG45NRsCmGSMDNRhH0e0FSUxPZfgeVafmLmmRxlHX%2B4oZiI%2FJg65LnCnZPhHDZ1dHguWaNx0IcLzdxt0%3D&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:42,kasvhmirpo.lice.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:43,kashmgirp.olice.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:44,kashmirpol.ice.com.ARMY,108.159.61.103,ns-1144.awsdns-15.org | ns-1989.awsdns-56.co.uk | ns-826.awsdns-39.net | ns-64.awsdns-08.com,Null,"Name.com, Inc.","Domain Name Marketplace, Inc.",REDACTED | P.O. Box 285,US,2016-06-05,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:44,fireandemergency.j.k.gov.TRAINING,54.182.0.98,ns-1346.awsdns-40.org | ns-1904.awsdns-46.co.uk | ns-712.awsdns-25.net | ns-399.awsdns-49.com,Null,"Name.com, Inc.","Domain Name Marketplace, Inc.",REDACTED | P.O. Box 285,US,2015-11-08,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:44,kashmirpol.zice.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=zice.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:45,kashmirpoli.ce.com.GARDEN,108.158.61.79,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:45,jaem.mupolice.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:45,j.kfpf.FOUNDATION.in,199.59.243.228,ns2.bodis.com | ns1.bodis.com,Null,Endurance Digital Domain Technology Private Limited,Null,Null,US,2009-04-22,Success,http://j.kfpf.foundation.in/,Yes,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:45,xjamm.u.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://xjamm.u.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:31:45,jktraffipo.lice.WS,64.70.19.203,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:45,jktraffic.poli0ce.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:45,jktraffic.pdolice.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=pdolice.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:46,ja.mmu4.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:46,kashmirpoli.ce.jk.ONLINE.in,185.53.177.52,ns1.yoursrs.com | ns2.yoursrs.com,Null,Realtime Register B.V.,Null,Null,GB,2005-02-16,Success,https://sedo.com/search/details/?domain=kashmirpoli.ce.jk.online.in&campaignId=329145&origin=sales_lander_15 (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:44,jktra.fficpolice.YODOBASHI.in,211.120.8.208,gdns1.interlink.or.jp | gdns2.interlink.or.jp,Null,"Ascio Technologies, Inc. - Denmark",Null,Null,JP,2015-10-06,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:46,jktor.afficpolice.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jktor.afficpolice.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:31:47,ka6shmirpol.ice.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:47,j.ktrafficpolibce.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=ktrafficpolibce.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:47,k.kashmirpolice.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:47,kavshmirpo.lice.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:47,jdkp.olice.WS,64.70.19.203,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:47,zjkhom.e.WS,64.70.19.203,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:48,kashmir.pojlice.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://kashmir.pojlice.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:31:48,jamm.u.com.GARDEN,108.158.61.79,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:46,jktrafficpolic.e.biz.CM,107.182.17.156,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:49,jwktraff.icpolice.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jwktraff.icpolice.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:31:49,jktraf.ficpolice.nic.NIKON,165.160.13.20,a0.nic.nikon | a2.nic.nikon | b0.nic.nikon | c0.nic.nikon,Null,Registry Operator acts as Registrar (9999),NIKON CORPORATION,"Shinagawa Intercity Tower C, 2-15-3, Konan",JP,2015-08-25,Success,http://jktraf.ficpolice.nic.nikon/,No,No,80,No,No
17,JK01,2025-05-30 12:31:49,jam.mupolikce.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:50,j.kfpf.nic.LATINO,165.160.13.20,a0.nic.latino | b0.nic.latino | c0.nic.latino | a2.nic.latino,Null,Registry Operator acts as Registrar (9999),Dish DBS Corporation,9601 S. Meridian Boulevard,US,2019-06-06,Success,https://www.dishtlds.com/latino/,Yes,No,80,No,No
17,JK01,2025-05-30 12:31:50,k.ashmir6police.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:50,jka.cb.VIAJES.in,185.53.177.54,ns1.parkingcrew.net | ns2.parkingcrew.net,mail.h-email.net. (Priority: 5),Porkbun LLC,Null,Null,CA,2024-11-11,Success,https://jka.cb.viajes.in/,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:50,jarmmupoli.ce.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:51,jkt.rafficpolice.biz.MONSTER,13.248.169.48,NS1.AFTERNIC.COM | NS2.AFTERNIC.COM | VERIFICATION-DDDPBIZYPSYFGNNBTQBPFM.NS101.VERIFY.HN,Null,"NETWORK SOLUTIONS, LLC.",,5 - 4 - 13 HAINESU NAKANO-KU,JP,2023-11-20,Success,http://jkt.rafficpolice.biz.monster/lander,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:51,bkashmirp.olice.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=olice.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:51,k.ashmirpolice.net.WINE,76.223.54.146,ns1.afternic.com | ns2.afternic.com,Null,Dynadot Inc,Super Privacy Service LTD c/o Dynadot,REDACTED,US,2018-04-16,Success,http://k.ashmirpolice.net.wine/lander,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:51,zjammupo.lice.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=lice.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:51,kashmir.police.net.PINK,47.108.89.225,ns1.alidns.com | ns2.alidns.com,Null,"Chengdu west dimension digital technology Co., LTD","['Qing Bai Jiang Qu Xiao Ai Mei Er Wang Luo Gong Zuo Shi', 'REDACTED FOR PRIVACY']",REDACTED | REDACTED FOR PRIVACY,CN,2015-04-25,Success,http://kashmir.police.net.pink/,Yes,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:48,ka.shmirpolice.com.VLAANDEREN,195.201.148.255,ns2.kinamo.be | ns4.kinamo.be | ns3.kinamo.be | ns1.kinamo.be,Null,NameWeb BVBA,,REDACTED FOR PRIVACY,BE,2022-10-19,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:52,jammuhpo.lice.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jammuhpo.lice.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:31:52,jammup.olice.com.GARDEN,108.158.61.58,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:52,j.ktrafficpolice.biz.TAX,64.190.63.222,ns1.sedoparking.com | ns2.sedoparking.com,localhost. (Priority: 0),Dynadot Inc,Super Privacy Service LTD c/o Dynadot,REDACTED,US,2015-10-15,Success,http://j.ktrafficpolice.biz.tax/,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:52,jktraffic.police.BLACK.in,Null,ns1.dsredirection.com | ns2.dsredirection.com,Null,GoDaddy,Null,Null,IN,2005-02-16,Success,http://jktraffic.police.black.in/,Yes,No,80,No,No
17,JK01,2025-05-30 12:31:52,kashmirpo.;ice.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:53,j.khome.net.SEX,199.59.243.228,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://j.khome.net.sex/,Yes,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:53,ja.mmupolaice.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:53,kashmirp.olice.com.RSVP,172.67.204.242,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:53,kash.mirpoice.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:54,jktraffifcpoli.ce.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=ce.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:54,jktrafficpo.lace.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:54,kashmirpol0i.ce.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=ce.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:55,j.ammuv.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:55,ajmmup.olice.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:55,jwk.trafficpolice.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:52,ka.shmir.net.RO,69.64.52.127,roxy.ns.cloudflare.com | skip.ns.cloudflare.com,Null,ICI - Registrar,Null,Null,Null,2003-07-01,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:55,jktrafficpol.ice.PARS.in,89.31.143.98,ns.udag.net | ns.udag.de | ns.udag.org,Null,united-domains AG,Null,Null,DE,2005-04-04,Success,http://jktrafficpol.ice.pars.in/,Yes,No,80,No,No
17,JK01,2025-05-30 12:31:55,jammupol.ice.co.TL,50.28.59.110,ns1.nudrv.com | ns2.nudrv.com,Null,Key-Systems GmbH,,None,,2009-07-03,Success,http://jammupol.ice.co.tl/,Yes,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:55,kashmi.rpolisce.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:55,jkpoli.ce.net.FUND,13.248.169.48,ns1.afternic.com | ns2.afternic.com,Null,Dynadot Inc,Super Privacy Service LTD c/o Dynadot,REDACTED,US,2016-11-16,Success,http://jkpoli.ce.net.fund/lander,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:56,jam-mupoli.ce.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jam-mupoli.ce.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:31:56,ka.shmirpoclice.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:56,k.a4shmir.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:56,jkt4.rafficpolice.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=rafficpolice.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:56,jk.polic3.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jk.polic3.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:31:57,jammupol.ice.info.FLORIST,44.227.65.245,maceio.ns.porkbun.com | curitiba.ns.porkbun.com | salvador.ns.porkbun.com | fortaleza.ns.porkbun.com,Null,Porkbun LLC,"Private by Design, LLC",REDACTED,US,2021-11-26,Success,https://jammupol.ice.info.florist/,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:57,kashmir9p.olice.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:57,jkp7o.lice.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jkp7o.lice.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:31:57,jammupolicejammup.olice.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:57,jk.acb.BMS.in,89.31.143.90,ns.udag.net | ns.udag.de | ns.udag.org,Null,united-domains AG,Null,Null,DE,2005-02-16,Success,https://www.bms.eu/,Yes,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:57,k.ashmirpo5lice.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://k.ashmirpo5lice.ph/page/bouncy.php?&bpae=GbhGticGokx7NouoR2tM02j2LzZ%2FdMt45jdlTbXvnHFyQuUdoKzxA2UfR7Kzhpbd4KojsIAbqXDuLrcBu%2BFbV9vhHog%2FA3YPOeqEwaAKdEXCn0xAlN0aeN7fp6ToCGoylW2Yiptvnf6f%2F2J9xrwsLnWARC2WAm7ZBvWrq0PEDUhemFlRwtD4lZD%2FAtRZwujCEfKesAIwWaBYUiEMzc9jsJIXv4BLa0%2FKN2C9QcJlRkYrkvK63uTzFjAdhyIWEhKQEla11KX7RZhkklMzH3gBliiNLMNi1fQOn9D8aqDZNflO76X05NSScxT7%2FXJI2zLw6XWqCTVk0G1QlC3SzOUQ7dFr6DPBTsjRvMOd&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:58,jammupol.aice.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jammupol.aice.ph/page/bouncy.php?&bpae=GbhGti0molx79YuIRQNUr5k2Lus9Ai4jNATEkqX5rFcBTmuNiDMmcnZXU76dgx%2FraAVSkHyc61G0FuW%2Bg8DSKzl8mGpvVQ66CVrg2RhKd%2FUa0nVCPnYSh%2Bei%2Fm9IAXIKZzoFk1eATdsvit5g5tTQqWq8lxuG77mNQdUtovdvSuX9m%2F0XaSGoNEmGpoYtHbzWRWU%2BrlHPavRGsq5domW%2BACuTw03LfM%2Fay%2BqUjWk%2FDtNQZJp9HPOCt5PDtmKZ5qp5yzUlNdjBAq4ETcpoGkITN8zk3pYOUc1wzZ7BZtpN99WdA%2ByoFSjPs2vdHFX%2BtfWNPFLbCvxR9wa1QMHJEvRjwgqJqn3wnw%3D%3D&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:58,jktraff.icpholice.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:58,jk.traffuicpolice.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:59,jkpoilce.DOG.in,64.190.63.222,ns1.sedoparking.com | ns2.sedoparking.com,localhost. (Priority: 0),GoDaddy,Null,Null,US,2005-02-16,Success,http://jkpoilce.dog.in/,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:31:59,jk.polzice.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:31:59,ka.shmi8r.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:31:59,cja.mmupolice.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:32:00,jgktra.fficpolice.WS,64.70.19.203,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:32:00,kashmi.r3police.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:32:00,jktraqfficp.olice.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jktraqfficp.olice.ph/page/bouncy.php?&bpae=GbhGtismpVxn9ov4RRM7mjrywyGEcf80QrTljmonUXg6AsvN7Xlarlmlanf1pYYY3H7ift5ftdKsXhsuMDzuidDD40Eu%2FqApM%2BlGAaVte2VXnGVGdNQb%2Bgzrur1BfLEO8Gh9ERHpmOOf%2F2BSCRfSOX9jjWFZG0bHRR6u6xExZykQr3qjtxK5kIzTK8sG%2B76e5j%2FDaLcA7wzQpXX3zC4EcNRjl4Z1G%2BKDXz%2BEpeE4ZqMm8BXw8tS0ml4LB5zRvWF2f4fxwtmOV6EGGzkNbSOAk6Tqu9LfYUbGUvpQp658avdPXliXPzWgLwQdG5ARljiRnQS0Fzpkq0bqrhk9cojIzTB3xeQb&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:32:01,jktraf0ficpoli.ce.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
